marital_status,car_use,gender,kids_driving,parent,education,car_make,car_color,car_year,claim_freq,coverage_zone,claim_amt,household_income,total_claim_amount_per_time
Single,Private,Male,0,No,Bachelors,Suzuki,Red,1995,0,Highly Rural,24578.91,173532.15,0
Married,Commercial,Female,0,Yes,Bachelors,Plymouth,Mauv,1989,0,Highly Rural,45965.74,239221.53,0
Single,Private,Female,1,Yes,Bachelors,Porsche,Red,2004,0,Highly Rural,70695.92,109862.49,0
Married,Private,Female,0,No,High School,Mitsubishi,Fuscia,1987,2,Rural,77394.68,198730.26,38697.34
Single,Private,Female,1,Yes,Bachelors,Toyota,Yellow,2004,0,Rural,15334.68,65385.22,0
Single,Commercial,Male,1,Yes,Bachelors,Lincoln,Goldenrod,2011,0,Highly Urban,18626.67,94288.89,0
Divorced,Private,Female,0,Yes,Bachelors,Dodge,Mauv,1998,0,Suburban,17283.85,230199.82,0
Single,Private,Female,2,Yes,Bachelors,Ford,Pink,1988,0,Highly Rural,91483.62,150012.09,0
Single,Private,Male,0,No,Bachelors,Lincoln,Red,1999,0,Suburban,53643.81,187161.06,0
Married,Private,Male,0,No,High School,Mitsubishi,Khaki,2005,0,Rural,6141.76,147168.94,0
Seperated,Private,Male,0,No,PhD,Hyundai,Mauv,2012,0,Suburban,90540.22,57942.01,0
Married,Private,Male,0,Yes,High School,Audi,Pink,2005,0,Rural,97824.31,178432.95,0
Single,Private,Male,0,No,High School,Chrysler,Fuscia,1993,0,Urban,73820.33,63999.94,0
Married,Private,Male,2,Yes,Bachelors,Kia,Puce,1998,0,Rural,54594.84,191687.78,0
Single,Private,Male,0,Yes,Bachelors,Acura,Yellow,1998,1,Rural,79697.7,176403.36,79697.7
Married,Private,Male,0,No,High School,Volkswagen,Teal,1990,0,Urban,17517.79,132323.44,0
Single,Private,Female,0,No,High School,Ford,Violet,2007,0,Urban,64780.84,146073.01,0
Single,Private,Female,1,Yes,High School,Chevrolet,Crimson,2000,0,Highly Rural,82675.97,235204.68,0
Single,Commercial,Male,0,Yes,High School,Spyker,Puce,2004,1,Highly Urban,22833.03,83796.08,22833.03
Seperated,Private,Male,0,No,Masters,Chevrolet,Teal,2006,0,Rural,17376.91,102045.42,0
Married,Private,Male,0,No,Masters,Mazda,Fuscia,1995,0,Highly Rural,36653.75,215584.96,0
Divorced,Private,Female,3,Yes,Bachelors,Kia,Fuscia,2009,0,Rural,66899.6,133770.29,0
Single,Commercial,Male,0,No,Bachelors,Ford,Purple,2006,1,Rural,5899.57,138345.61,5899.57
Married,Private,Male,0,No,High School,Chrysler,Fuscia,1999,0,Highly Rural,82106.66,227981.25,0
Married,Commercial,Male,1,Yes,Bachelors,Mercedes-Benz,Red,1996,4,Highly Urban,89114.97,48861.01,22278.7425
Divorced,Commercial,Female,0,No,High School,Mitsubishi,Mauv,2012,1,Highly Urban,99805.98,244284.39,99805.98
Single,Private,Male,0,No,Bachelors,Nissan,Teal,2006,0,Highly Rural,85549.2,179113.44,0
Married,Private,Male,0,No,Bachelors,Chevrolet,Fuscia,2008,0,Rural,69959.67,174103.93,0
Single,Private,Female,1,Yes,High School,Chrysler,Teal,1996,0,Highly Rural,52220.94,140267.19,0
Single,Commercial,Female,0,Yes,PhD,Lincoln,Indigo,2003,0,Suburban,11300.9,185016.51,0
Divorced,Private,Male,0,No,Bachelors,Hummer,Mauv,1996,0,Urban,71846.68,207281.64,0
Single,Private,Male,0,No,Masters,Toyota,Khaki,2010,0,Suburban,86774.69,144971.51,0
Divorced,Private,Female,0,Yes,Bachelors,Chevrolet,Pink,2000,2,Highly Urban,88423.7,103417.84,44211.85
Divorced,Private,Male,2,Yes,Bachelors,Hyundai,Mauv,1992,3,Highly Rural,43343.29,193584.05,14447.76333
Married,Private,Male,0,No,Masters,Volkswagen,Maroon,1997,0,Urban,73774.41,236158.28,0
Married,Private,Male,1,Yes,Masters,Pontiac,Blue,1984,0,Rural,76736.09,193814.85,0
Divorced,Private,Female,1,Yes,Bachelors,Acura,Green,2003,0,Urban,81967.6,217045.58,0
Seperated,Private,Female,1,Yes,Bachelors,Volkswagen,Orange,1989,4,Highly Urban,23605.1,95696.15,5901.275
Married,Commercial,Female,0,Yes,High School,Ford,Fuscia,2008,0,Highly Rural,40757.82,221703.75,0
Divorced,Private,Female,3,Yes,High School,Honda,Violet,2002,0,Rural,90468.99,116660.71,0
Single,Private,Male,1,Yes,Bachelors,Ford,Goldenrod,2009,0,Highly Rural,29821.53,67026.65,0
Single,Commercial,Female,3,Yes,High School,GMC,Purple,1993,0,Suburban,83121.27,136026.5,0
Married,Private,Male,0,No,PhD,Panoz,Orange,2008,0,Highly Rural,5338.64,75911.01,0
Married,Private,Male,0,No,Bachelors,Audi,Yellow,1996,4,Urban,11206.55,150195.01,2801.6375
Single,Private,Male,3,Yes,Masters,Ford,Pink,1989,1,Rural,24959.44,55598.17,24959.44
Married,Commercial,Male,0,Yes,Bachelors,Aston Martin,Khaki,2011,1,Urban,23689.34,96327.03,23689.34
Single,Private,Male,0,No,Bachelors,Mazda,Violet,2001,3,Highly Urban,13865.59,214416.25,4621.863333
Married,Private,Male,0,No,High School,Toyota,Orange,1997,3,Highly Rural,62788.15,129512.45,20929.38333
Divorced,Private,Male,0,No,PhD,Mercury,Goldenrod,1998,2,Highly Rural,81446.73,238372.02,40723.365
Divorced,Private,Male,0,Yes,Masters,Audi,Fuscia,2004,0,Rural,43324.43,168657.63,0
Divorced,Private,Female,0,No,Bachelors,GMC,Fuscia,2008,0,Rural,47303.75,219546.46,0
Single,Private,Male,0,Yes,Bachelors,Toyota,Indigo,1994,3,Urban,30808.97,111963.83,10269.65667
Seperated,Private,Female,2,Yes,Bachelors,Mazda,Yellow,2007,0,Highly Urban,97443.27,220472.52,0
Married,Private,Female,0,No,Masters,Mitsubishi,Red,1995,0,Highly Urban,5184.94,198246.88,0
Married,Private,Male,0,No,High School,Mercury,Pink,1997,2,Rural,48317.2,235037.72,24158.6
Married,Private,Female,1,Yes,Bachelors,Mercury,Blue,1991,0,Rural,17447.51,122586.19,0
Single,Private,Male,1,Yes,PhD,Ford,Purple,1997,0,Highly Urban,53849.2,183302.19,0
Single,Private,Female,0,No,Masters,GMC,Teal,2012,0,Highly Urban,88092.85,107894.56,0
Married,Commercial,Female,0,No,Bachelors,Lincoln,Goldenrod,2010,0,Highly Urban,92894.53,249958.49,0
Married,Commercial,Female,0,No,High School,Mitsubishi,Pink,1987,0,Rural,29005.72,157265.95,0
Seperated,Private,Male,0,No,High School,Mercury,Red,1997,0,Rural,73512.2,96802.61,0
Married,Private,Female,0,No,High School,Lincoln,Khaki,2001,0,Highly Urban,27114.28,111150.54,0
Married,Private,Male,1,Yes,Bachelors,Chevrolet,Crimson,1994,0,Highly Rural,10219.81,133878.23,0
Divorced,Private,Male,0,No,Masters,Pontiac,Crimson,2005,4,Highly Rural,43993.24,108063.45,10998.31
Single,Private,Female,0,No,Masters,GMC,Maroon,2004,0,Rural,29130.58,138106.87,0
Married,Private,Male,0,No,PhD,Kia,Green,2000,0,Highly Rural,5342.36,221081.92,0
Single,Private,Female,1,Yes,High School,Chevrolet,Aquamarine,2008,0,Rural,2990.98,157183.47,0
Divorced,Private,Male,3,Yes,Bachelors,Subaru,Goldenrod,2007,4,Highly Urban,68044.06,61999.6,17011.015
Married,Commercial,Male,0,No,Bachelors,Rolls-Royce,Turquoise,2011,0,Highly Rural,49685.09,85831.59,0
Single,Private,Male,1,Yes,Masters,Pontiac,Blue,1991,0,Urban,4153.5,47707.85,0
Seperated,Private,Male,0,No,Bachelors,Honda,Fuscia,1993,0,Highly Rural,86040.63,143174.17,0
Married,Commercial,Male,0,Yes,Masters,Toyota,Puce,2008,1,Urban,8406.07,211326.54,8406.07
Single,Private,Male,0,No,High School,Isuzu,Puce,2002,0,Suburban,19209.66,49573.37,0
Single,Private,Female,0,No,Bachelors,Bentley,Teal,2009,0,Highly Urban,86439.36,52024.9,0
Married,Private,Female,0,No,Bachelors,Nissan,Red,2001,3,Urban,63315.09,184358.02,21105.03
Divorced,Private,Male,0,Yes,Bachelors,Lexus,Indigo,2003,1,Urban,92314.32,97399.52,92314.32
Single,Commercial,Female,0,No,Bachelors,Dodge,Aquamarine,2009,1,Highly Rural,60859.8,194500.84,60859.8
Married,Private,Male,0,No,Bachelors,Buick,Yellow,1986,0,Highly Urban,17288.45,206770.55,0
Single,Private,Male,2,Yes,Bachelors,Lincoln,Crimson,1996,0,Highly Urban,59352,235882.23,0
Divorced,Private,Female,0,No,High School,Lexus,Green,2012,0,Suburban,99695.94,52389.28,0
Divorced,Private,Female,0,Yes,Bachelors,Porsche,Maroon,2005,0,Highly Urban,92846.08,99290.33,0
Single,Private,Female,0,Yes,Bachelors,Toyota,Fuscia,2011,1,Highly Urban,9595.86,221068.92,9595.86
Divorced,Commercial,Female,1,Yes,Bachelors,Dodge,Green,1992,0,Highly Urban,90267.1,90566.8,0
Divorced,Private,Male,0,No,Masters,Ford,Crimson,2000,0,Rural,75365.74,95261.89,0
Divorced,Private,Female,0,No,Masters,Suzuki,Puce,2006,3,Highly Urban,47022.84,138948.67,15674.28
Married,Private,Male,1,Yes,High School,Cadillac,Green,2010,0,Rural,33328.28,220842.57,0
Single,Private,Female,0,No,High School,Mitsubishi,Pink,1988,0,Rural,26971.72,212632.2,0
Married,Private,Female,0,No,Bachelors,Mazda,Violet,1992,0,Highly Rural,52437.96,228967.69,0
Seperated,Private,Female,0,No,Bachelors,Honda,Blue,1992,0,Urban,21534.19,207733.82,0
Married,Private,Male,2,Yes,Bachelors,BMW,Violet,2010,0,Highly Urban,14148.52,52444.93,0
Single,Commercial,Female,0,No,Bachelors,Isuzu,Khaki,1997,0,Urban,70570.3,98187.43,0
Single,Private,Male,0,Yes,Bachelors,Chevrolet,Khaki,2009,0,Rural,65192.48,100005.26,0
Single,Private,Female,0,No,High School,Maserati,Khaki,2006,0,Suburban,26578.01,99753.14,0
Single,Private,Male,0,No,High School,Volkswagen,Violet,2008,0,Urban,46276.67,95222.67,0
Divorced,Private,Male,1,Yes,High School,Porsche,Yellow,1996,0,Urban,64208.36,246762.32,0
Married,Private,Male,0,No,Masters,GMC,Pink,2012,0,Rural,3803.06,164719.78,0
Seperated,Private,Male,0,No,High School,Nissan,Turquoise,1994,2,Highly Urban,42684.71,79169.93,21342.355
Divorced,Private,Female,0,No,Bachelors,Lincoln,Khaki,2006,0,Highly Urban,53253.33,166746.06,0
Married,Private,Female,0,No,Bachelors,Volvo,Puce,2007,0,Suburban,84444.18,200474.59,0
Married,Private,Female,1,Yes,Bachelors,Ferrari,Teal,2010,2,Highly Rural,91107.84,173430.27,45553.92
Single,Private,Female,1,Yes,Bachelors,GMC,Purple,2011,0,Highly Rural,9742.04,139227.4,0
Single,Private,Female,1,Yes,Bachelors,Ford,Mauv,1997,0,Highly Urban,21629.96,221183.1,0
Divorced,Private,Female,0,No,Bachelors,Chevrolet,Goldenrod,2002,1,Suburban,12314.32,170137.83,12314.32
Single,Private,Female,0,Yes,Masters,Volkswagen,Aquamarine,1997,0,Urban,80397.33,156120.81,0
Single,Private,Female,0,No,Bachelors,Mercedes-Benz,Crimson,2001,0,Highly Urban,34109.66,244875.95,0
Single,Commercial,Female,1,Yes,High School,Mercury,Purple,1997,0,Suburban,2170.71,211156.29,0
Married,Private,Female,0,No,High School,Audi,Orange,1986,0,Highly Rural,42996.95,205713.14,0
Seperated,Private,Female,0,No,Masters,Acura,Puce,2003,0,Urban,66478.92,70222.53,0
Seperated,Commercial,Male,1,Yes,Masters,Toyota,Khaki,2012,0,Urban,58708.95,55940.51,0
Married,Private,Female,2,Yes,High School,Aptera,Orange,2008,0,Suburban,43495.4,220394.01,0
Single,Private,Female,0,Yes,High School,Kia,Khaki,1997,0,Highly Rural,50802.61,205515.52,0
Married,Commercial,Female,0,No,Bachelors,Ford,Aquamarine,1968,0,Highly Rural,72177.21,110801.23,0
Married,Private,Male,0,No,PhD,Saab,Goldenrod,1999,0,Urban,37684.98,225672.67,0
Married,Private,Male,0,No,Bachelors,Dodge,Purple,2009,0,Highly Rural,3821.9,53143.76,0
Divorced,Private,Female,0,Yes,High School,Holden,Yellow,2004,1,Rural,56882.49,213096.68,56882.49
Married,Private,Male,2,Yes,High School,Pontiac,Crimson,2006,0,Highly Rural,55963.68,169039.36,0
Single,Private,Female,1,Yes,Masters,Porsche,Indigo,2000,0,Suburban,26749.83,180942.48,0
Seperated,Private,Male,0,No,Bachelors,Chevrolet,Teal,1994,0,Highly Urban,85669.85,142680.62,0
Single,Private,Female,0,No,Masters,Volkswagen,Mauv,1990,0,Rural,25586.55,58754.55,0
Single,Commercial,Male,0,No,Bachelors,Buick,Blue,1989,0,Rural,61446.8,152120.73,0
Divorced,Private,Male,0,No,High School,Mitsubishi,Khaki,2008,0,Suburban,29449.45,137739.86,0
Single,Private,Male,0,No,Bachelors,Toyota,Teal,1996,0,Highly Urban,97733.05,140333.98,0
Single,Private,Male,0,No,Bachelors,Dodge,Green,1993,0,Highly Rural,861.38,58167.22,0
Single,Private,Male,2,Yes,High School,Cadillac,Puce,2006,3,Urban,64746.94,215690.24,21582.31333
Married,Private,Female,0,Yes,Bachelors,Chevrolet,Goldenrod,1996,1,Rural,15774,101633.85,15774
Single,Private,Male,0,No,PhD,Audi,Yellow,2006,1,Highly Urban,73192.29,76916.03,73192.29
Married,Private,Male,0,No,Bachelors,GMC,Mauv,2003,0,Highly Rural,50285.81,187121.92,0
Divorced,Private,Female,0,No,Bachelors,Honda,Fuscia,2000,0,Highly Rural,27067.08,159532.22,0
Married,Private,Female,0,No,Bachelors,Ford,Aquamarine,1987,1,Suburban,69890.1,93448.03,69890.1
Single,Private,Female,0,No,High School,Chevrolet,Goldenrod,2002,1,Highly Rural,71964.12,106985.66,71964.12
Single,Private,Female,0,No,Bachelors,Chevrolet,Teal,2004,0,Rural,29519.5,50661.83,0
Seperated,Private,Male,2,Yes,PhD,BMW,Crimson,2005,0,Suburban,7650.7,132727.18,0
Single,Private,Male,2,Yes,High School,Jeep,Orange,2011,0,Highly Rural,86202.82,242724.46,0
Seperated,Commercial,Female,0,No,Bachelors,Kia,Violet,1999,0,Highly Urban,64135.34,185110.91,0
Single,Commercial,Male,2,Yes,Bachelors,Toyota,Puce,1999,1,Suburban,29494.22,146554.91,29494.22
Single,Private,Female,2,Yes,Masters,Mercury,Mauv,1995,1,Urban,49877.07,247146.06,49877.07
Married,Private,Male,0,Yes,Masters,Subaru,Orange,1995,0,Highly Rural,48839.67,67097.2,0
Married,Private,Female,0,No,High School,Mercury,Purple,1986,1,Highly Urban,32364.41,138399.01,32364.41
Married,Private,Male,0,No,Masters,BMW,Violet,2012,2,Highly Urban,83455.79,110981.81,41727.895
Single,Private,Male,0,No,PhD,Toyota,Goldenrod,2012,1,Highly Urban,86569.11,110590.83,86569.11
Single,Private,Male,0,No,High School,Jaguar,Yellow,1992,0,Highly Rural,98203.54,130221.27,0
Married,Private,Female,0,No,High School,Honda,Red,1996,0,Rural,77314.19,139920.44,0
Married,Private,Female,0,No,High School,Mercedes-Benz,Purple,1993,0,Rural,45576.01,78989.02,0
Seperated,Private,Female,0,No,Masters,Honda,Teal,2008,0,Suburban,61005.73,49353.32,0
Divorced,Private,Female,0,No,Bachelors,Buick,Goldenrod,2012,0,Rural,40652.01,115539.03,0
Married,Commercial,Male,0,No,High School,Dodge,Goldenrod,1997,1,Rural,50186.33,148179.22,50186.33
Married,Private,Female,0,No,High School,Nissan,Pink,2002,0,Highly Urban,75568.98,136046.48,0
Single,Private,Female,1,Yes,Bachelors,Mercedes-Benz,Puce,1992,0,Urban,45374.98,115456.6,0
Single,Private,Female,2,Yes,High School,Acura,Red,1998,0,Urban,74383.25,177956.21,0
Married,Private,Female,0,No,PhD,Mercury,Orange,1991,1,Highly Urban,2206.95,164546.87,2206.95
Married,Private,Male,0,No,Bachelors,Audi,Mauv,1992,0,Suburban,77385.62,220644.84,0
Divorced,Commercial,Female,0,Yes,High School,Mazda,Red,2010,0,Suburban,27866.92,170698.51,0
Single,Commercial,Male,2,Yes,High School,Buick,Green,1987,0,Highly Rural,52521.19,244127.53,0
Single,Private,Female,0,No,Bachelors,Chevrolet,Pink,2002,0,Urban,77773.37,144607.45,0
Married,Commercial,Female,0,Yes,Bachelors,Ford,Turquoise,2002,0,Highly Urban,51133.57,125128.44,0
Married,Private,Male,1,Yes,PhD,Chrysler,Fuscia,2005,0,Highly Urban,32052.09,146946.64,0
Single,Commercial,Female,2,Yes,High School,Ford,Red,1989,0,Highly Urban,52344.27,239347.4,0
Single,Private,Female,1,Yes,Masters,Mazda,Teal,1992,0,Suburban,17625.73,58342.82,0
Single,Private,Male,0,Yes,Bachelors,Volkswagen,Maroon,2003,0,Highly Urban,98598.53,116534.44,0
Married,Private,Male,0,No,Bachelors,Maybach,Teal,2009,0,Urban,52817.86,182983.21,0
Married,Private,Female,1,Yes,High School,Volvo,Aquamarine,2011,0,Highly Urban,41132.3,185840.88,0
Single,Commercial,Male,2,Yes,High School,Honda,Blue,2000,0,Rural,65221.73,77736.02,0
Married,Private,Male,1,Yes,High School,Chrysler,Maroon,2004,0,Rural,36141.94,191172.83,0
Married,Private,Female,0,No,Bachelors,Buick,Violet,2003,1,Highly Urban,7510.65,216279.83,7510.65
Married,Private,Male,2,Yes,Bachelors,BMW,Blue,2006,0,Rural,74930.3,126532.43,0
Seperated,Private,Male,3,Yes,High School,Dodge,Goldenrod,2009,0,Highly Urban,4132.61,175184.23,0
Single,Private,Male,0,No,Bachelors,Cadillac,Violet,2008,1,Highly Rural,23043.67,170086.21,23043.67
Married,Commercial,Male,3,Yes,Bachelors,BMW,Pink,2008,0,Highly Rural,13301.11,144517.88,0
Single,Private,Female,0,No,High School,Subaru,Fuscia,2009,0,Urban,26904.38,238119.05,0
Divorced,Private,Female,0,Yes,Bachelors,Chevrolet,Red,1994,2,Urban,88996.54,56653.55,44498.27
Single,Commercial,Female,0,No,Bachelors,Acura,Blue,1998,0,Rural,22618,193022.83,0
Single,Commercial,Female,0,Yes,High School,Chevrolet,Maroon,1999,0,Highly Rural,83038.96,195829.86,0
Single,Private,Female,1,Yes,High School,Dodge,Pink,2009,0,Urban,84932.5,54287.05,0
Married,Commercial,Female,0,Yes,High School,Toyota,Maroon,2011,0,Highly Urban,36416.1,145516.43,0
Seperated,Private,Female,0,No,PhD,Chevrolet,Mauv,1972,0,Urban,87152.25,117527.76,0
Divorced,Private,Male,2,Yes,Bachelors,Hyundai,Red,2007,0,Urban,9730.36,204037.67,0
Seperated,Private,Male,0,No,High School,Land Rover,Indigo,1993,0,Highly Urban,79554.77,96968.89,0
Married,Private,Female,0,No,Bachelors,Hyundai,Violet,2008,1,Highly Rural,38670.84,173349.68,38670.84
Married,Private,Male,1,Yes,Bachelors,Toyota,Khaki,1984,0,Urban,50043.04,61428.29,0
Married,Commercial,Female,0,No,Bachelors,Volvo,Aquamarine,2000,3,Urban,70825.99,136529.2,23608.66333
Single,Private,Female,1,Yes,High School,Smart,Yellow,2009,1,Suburban,29336.77,188709.56,29336.77
Married,Private,Male,0,No,Bachelors,GMC,Orange,1993,0,Urban,66038.5,111766.09,0
Married,Private,Female,2,Yes,Bachelors,Volvo,Mauv,2005,1,Rural,53931.06,89025.69,53931.06
Single,Private,Male,0,No,Bachelors,Audi,Aquamarine,1995,0,Rural,37877.59,247541.76,0
Married,Private,Female,1,Yes,Bachelors,Mercury,Fuscia,2006,0,Rural,34371.59,51022.89,0
Married,Commercial,Female,0,Yes,Bachelors,Ford,Blue,2009,0,Suburban,13095.32,218613.61,0
Married,Private,Female,0,No,PhD,Pontiac,Maroon,1989,0,Urban,76494.63,249711.87,0
Single,Private,Female,0,No,Bachelors,Honda,Red,1995,0,Rural,10111.32,87171.7,0
Single,Private,Female,1,Yes,High School,Lamborghini,Violet,1992,0,Urban,34594.87,173088.53,0
Seperated,Private,Female,0,No,PhD,Mazda,Pink,1997,4,Suburban,27937.19,50168.79,6984.2975
Single,Commercial,Male,0,No,Bachelors,Buick,Aquamarine,1989,0,Highly Rural,2318.84,164014.73,0
Single,Private,Male,0,No,Masters,Nissan,Red,2008,2,Highly Rural,43981.99,55795.41,21990.995
Single,Private,Female,0,No,Bachelors,Audi,Crimson,2007,0,Rural,77444.76,214211.66,0
Single,Private,Male,0,No,High School,Honda,Yellow,2008,4,Urban,85352.94,92693.97,21338.235
Married,Private,Male,1,Yes,Bachelors,Land Rover,Khaki,2005,2,Rural,21195.34,222405.11,10597.67
Divorced,Private,Male,0,No,Bachelors,Pontiac,Fuscia,2004,2,Suburban,32583.12,194742.23,16291.56
Single,Private,Male,0,No,Bachelors,Dodge,Blue,1995,0,Suburban,51188.06,197354.67,0
Single,Private,Female,0,No,Bachelors,Buick,Violet,1989,0,Suburban,86264.14,156111.95,0
Single,Private,Male,0,No,High School,Suzuki,Mauv,1988,0,Highly Urban,81010.01,126226.17,0
Married,Commercial,Male,0,No,High School,Acura,Turquoise,2006,0,Suburban,50081.86,209291.17,0
Seperated,Private,Female,0,No,Bachelors,McLaren,Violet,2012,0,Suburban,79724.31,218371.69,0
Married,Commercial,Female,0,No,Bachelors,Mazda,Teal,2009,0,Rural,15090.07,70199.5,0
Seperated,Private,Male,2,Yes,High School,Mitsubishi,Fuscia,1989,0,Rural,70109.06,185284.3,0
Divorced,Private,Female,0,No,Bachelors,Volkswagen,Purple,2011,0,Highly Rural,76898.53,237936.17,0
Single,Commercial,Male,2,Yes,High School,Maybach,Goldenrod,2009,1,Suburban,38444.48,53077.06,38444.48
Married,Private,Male,0,No,Bachelors,Chevrolet,Turquoise,2004,1,Suburban,27251.48,91075.5,27251.48
Single,Commercial,Male,0,No,Bachelors,GMC,Red,2007,0,Urban,86129.91,205539.22,0
Single,Private,Female,0,Yes,Bachelors,Chevrolet,Orange,1993,0,Highly Urban,73421.34,130069.83,0
Married,Private,Female,0,Yes,Bachelors,Mercedes-Benz,Fuscia,1996,0,Suburban,12595.84,201845.37,0
Married,Commercial,Female,2,Yes,High School,GMC,Green,1999,2,Rural,60458.08,58829.34,30229.04
Single,Private,Female,0,No,PhD,BMW,Puce,2009,0,Rural,38115.7,64787.39,0
Married,Private,Female,0,No,High School,Buick,Aquamarine,2004,0,Suburban,77707.92,245155.85,0
Divorced,Private,Female,0,No,Bachelors,Mazda,Yellow,2011,0,Highly Urban,95823.16,211392.62,0
Single,Private,Male,0,Yes,High School,Subaru,Maroon,2008,0,Suburban,22272.5,199498.87,0
Married,Private,Female,0,No,Bachelors,Honda,Teal,2003,0,Rural,49370.36,144622.7,0
Married,Private,Female,0,No,High School,Acura,Pink,1997,0,Highly Urban,69342.78,203163.6,0
Single,Private,Female,0,No,Masters,Subaru,Pink,2005,0,Highly Rural,6152.39,69524.73,0
Married,Commercial,Female,0,No,High School,Alfa Romeo,Mauv,1993,1,Suburban,88414.35,244656.07,88414.35
Married,Private,Male,0,No,Bachelors,GMC,Teal,2012,0,Rural,73843.99,57854.46,0
Divorced,Private,Male,0,No,Bachelors,Chevrolet,Teal,2005,1,Suburban,628.44,67729.65,628.44
Single,Commercial,Male,0,Yes,Bachelors,Suzuki,Maroon,2009,0,Urban,51445.16,220862.29,0
Seperated,Commercial,Female,2,Yes,Bachelors,Chevrolet,Fuscia,2000,0,Rural,88038.17,195011.37,0
Single,Private,Female,0,No,Bachelors,Volkswagen,Yellow,2004,0,Highly Rural,93696.85,153294.11,0
Married,Private,Female,0,Yes,High School,Ford,Aquamarine,2009,0,Rural,20166.49,226772.84,0
Single,Commercial,Male,0,Yes,Bachelors,Mazda,Maroon,2002,3,Urban,39341.08,220317.4,13113.69333
Married,Commercial,Female,0,No,PhD,GMC,Purple,1997,0,Rural,88028.46,52100.36,0
Single,Private,Female,0,No,High School,Dodge,Maroon,2010,0,Highly Rural,87217.71,229505.09,0
Single,Private,Female,0,No,Bachelors,Audi,Goldenrod,1995,0,Highly Urban,59558.1,64187.78,0
Married,Private,Male,0,No,Bachelors,Dodge,Aquamarine,2000,0,Highly Urban,36023.12,131761.37,0
Single,Private,Male,0,No,High School,Ford,Violet,2003,0,Suburban,48268.48,132713.17,0
Married,Private,Female,0,Yes,High School,GMC,Maroon,1998,3,Suburban,61474.39,121158.65,20491.46333
Single,Private,Female,0,No,High School,Ford,Teal,2001,1,Rural,33311.12,209420.62,33311.12
Divorced,Private,Female,0,No,High School,Ford,Turquoise,1987,0,Urban,84454.49,85041.22,0
